-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,1,2,3,4,5,6,7,8,9,10,Encapsulin MGYP,Pfam -10,Pfam -9,Pfam -8,Pfam -7,Pfam -6,Pfam -5,Pfam -4,Pfam -3,Pfam -2,Pfam -1,Pfam 1,Pfam 2,Pfam 3,Pfam 4,Pfam 5,Pfam 6,Pfam 7,Pfam 8,Pfam 9,Pfam 10
MGYP001509464418,MGYP000368704151,MGYP000194660743,MGYP001632180059,MGYP001632180061,MGYP001632180075,MGYP000121258801,MGYP000710760285,MGYP000672368956,MGYP000082565469,MGYP000401127738,MGYP001632180152,MGYP000076720770,,,,,,,,MGYP000022576213,[],[],['CL0057'],['PF13730'],[],[],[],[],[],[],['CL0123'],['PF20155'],[],[],[],[],[],[],[],[]
MGYP002343964547,MGYP000051648689,MGYP000287556423,MGYP003630736510,MGYP000437934287,MGYP000499856606,MGYP000703330880,MGYP000644352620,MGYP000113573157,MGYP000004466040,MGYP003629529409,,,,,,,,,,MGYP000026361128,"['PF04055', 'PF13394']",['PF13489'],['PF01327'],['PF02463'],['PF12850'],['PF04652'],[],"['PF00271', 'PF18766']",[],[],[],[],[],[],[],[],[],[],[],[]
MGYP002328932051,MGYP000076848680,MGYP000433486852,MGYP000198191000,MGYP003089525881,MGYP003089525945,MGYP003089526463,MGYP003089526606,MGYP000707738108,MGYP000327492458,MGYP001753017937,MGYP000731307583,MGYP000410388931,MGYP003104211070,MGYP000722959409,MGYP000731319607,MGYP000610427734,MGYP001657916182,MGYP000303080172,MGYP000257098318,MGYP000026633983,"['PF02772', 'PF00438', 'PF02773']",['CL0193'],['CL0193'],"['PF03797', 'PF03797']",['PF18962'],['PF13568'],['PF19603'],[],['PF07638'],[],[],['PF03602'],['PF12864'],[],['PF04055'],['PF13483'],['PF12833'],"['PF01432', 'PF19310']",['PF03372'],"['PF01694', 'PF20216']"
MGYP000271806861,MGYP003197499397,MGYP000698889087,MGYP003186453404,MGYP000386303615,MGYP000162309851,MGYP000695932911,MGYP000731838903,MGYP000014757658,MGYP003186453658,MGYP001699488167,MGYP000731307583,MGYP001057778280,MGYP000298157736,,,,,,,MGYP000026633983,[],[],"['PF01336', 'PF02938', 'PF00152']","['PF13624', 'PF13145', 'PF13145', 'CL0487', 'PF13145']","['PF02773', 'PF02772', 'PF00438']",['CL0193'],['PF19603'],[],['PF07638'],[],[],['PF03602'],['PF12864'],[],[],[],[],[],[],[]
MGYP000687700484,MGYP003276948403,MGYP000132718131,MGYP000343282797,MGYP000504264913,MGYP000162309851,MGYP000171056748,MGYP000051354803,MGYP000707738108,MGYP000327492458,MGYP000024723208,,,,,,,,,,MGYP000026633983,"['PF02169', 'PF02169']","['PF03781', 'CL0159', 'PF08308']","['PF01336', 'PF02938', 'PF00152']","['PF13624', 'PF13145', 'CL0487', 'PF13145', 'PF13145']","['PF02773', 'PF00438', 'PF02772']",['CL0193'],"['PF19603', 'PF19603']",[],['PF07638'],[],[],[],[],[],[],[],[],[],[],[]
MGYP000687700484,MGYP003276948403,MGYP000132718131,MGYP000343282797,MGYP000504264913,MGYP000162309851,MGYP000171056748,MGYP000051354803,MGYP000707738108,MGYP000327492458,MGYP000024723208,MGYP000731307583,MGYP000175107681,MGYP003283126539,MGYP003279385784,MGYP000517161334,MGYP000731319607,MGYP000586982020,MGYP003285837130,MGYP003279011528,MGYP000026633983,"['PF02169', 'PF02169']","['PF03781', 'CL0159', 'PF08308']","['PF01336', 'PF02938', 'PF00152']","['PF13624', 'PF13145', 'CL0487', 'PF13145', 'PF13145']","['PF02773', 'PF00438', 'PF02772']",['CL0193'],"['PF19603', 'PF19603']",[],['PF07638'],[],[],['PF03602'],['PF12864'],[],['PF04055'],[],['PF13483'],['PF12833'],['CL0219'],"['PF19310', 'PF19310', 'PF01432']"
MGYP000687700484,MGYP003276948403,MGYP000132718131,MGYP000343282797,MGYP000504264913,MGYP000162309851,MGYP000171056748,MGYP000051354803,MGYP000707738108,MGYP000327492458,MGYP000024723208,,,,,,,,,,MGYP000026633983,"['PF02169', 'PF02169']","['PF03781', 'CL0159', 'PF08308']","['PF01336', 'PF02938', 'PF00152']","['PF13624', 'PF13145', 'CL0487', 'PF13145', 'PF13145']","['PF02773', 'PF00438', 'PF02772']",['CL0193'],"['PF19603', 'PF19603']",[],['PF07638'],[],[],[],[],[],[],[],[],[],[],[]
MGYP003279011528,MGYP003285871903,MGYP000586982020,MGYP000731319607,MGYP000517161334,MGYP003279385784,MGYP003284941824,MGYP000175107681,MGYP000731307583,MGYP000024723208,MGYP000327492458,MGYP000707738108,MGYP000051354803,MGYP000171056748,MGYP000162309851,MGYP000504264913,MGYP000343282797,MGYP000132718131,MGYP003282672793,MGYP003276948403,MGYP000026633983,"['PF19310', 'PF19310', 'PF01432']",[],['PF12833'],['PF13483'],[],['PF04055'],[],['PF12864'],['PF03602'],[],[],['PF07638'],[],"['PF19603', 'PF19603']",['CL0193'],"['PF02773', 'PF00438', 'PF02772']","['PF13624', 'PF13145', 'CL0487', 'PF13145', 'PF13145']","['PF01336', 'PF02938', 'PF00152']",[],"['PF03781', 'CL0159', 'PF08308']"
MGYP000687700484,MGYP003276948403,MGYP000132718131,MGYP000343282797,MGYP000504264913,MGYP000162309851,MGYP000171056748,MGYP000051354803,MGYP000707738108,MGYP000327492458,MGYP000024723208,MGYP000731307583,MGYP000175107681,MGYP003282666770,,,,,,,MGYP000026633983,"['PF02169', 'PF02169']","['PF03781', 'CL0159', 'PF08308']","['PF01336', 'PF02938', 'PF00152']","['PF13624', 'PF13145', 'CL0487', 'PF13145', 'PF13145']","['PF02773', 'PF00438', 'PF02772']",['CL0193'],"['PF19603', 'PF19603']",[],['PF07638'],[],[],['PF03602'],['PF12864'],[],[],[],[],[],[],[]
,MGYP000259030882,MGYP000586982020,MGYP000731319607,MGYP000517161334,MGYP003287565369,MGYP003284941824,MGYP000175107681,MGYP000731307583,MGYP000024723208,MGYP000327492458,MGYP000707738108,MGYP000051354803,MGYP000171056748,MGYP000162309851,MGYP000504264913,MGYP000343282797,MGYP000132718131,MGYP003282672793,MGYP003276948403,MGYP000026633983,[],[],['PF12833'],['PF13483'],[],['PF04055'],[],['PF12864'],['PF03602'],[],[],['PF07638'],[],"['PF19603', 'PF19603']",['CL0193'],"['PF02773', 'PF00438', 'PF02772']","['PF13624', 'PF13145', 'CL0487', 'PF13145', 'PF13145']","['PF01336', 'PF02938', 'PF00152']",[],"['PF03781', 'CL0159', 'PF08308']"
MGYP003279011528,MGYP003285871903,MGYP000586982020,MGYP000731319607,MGYP000517161334,MGYP003279385784,MGYP003284941824,MGYP000175107681,MGYP000731307583,MGYP000024723208,MGYP000327492458,MGYP000707738108,MGYP000051354803,MGYP000171056748,MGYP000162309851,MGYP000504264913,MGYP000343282797,MGYP000132718131,MGYP003282672793,MGYP003276948403,MGYP000026633983,"['PF19310', 'PF19310', 'PF01432']",[],['PF12833'],['PF13483'],[],['PF04055'],[],['PF12864'],['PF03602'],[],[],['PF07638'],[],"['PF19603', 'PF19603']",['CL0193'],"['PF02773', 'PF00438', 'PF02772']","['PF13624', 'PF13145', 'CL0487', 'PF13145', 'PF13145']","['PF01336', 'PF02938', 'PF00152']",[],"['PF03781', 'CL0159', 'PF08308']"
MGYP000203485606,MGYP000698889087,MGYP000327946018,MGYP000504264913,MGYP000038659867,MGYP000473845172,MGYP000171056748,MGYP000143940556,MGYP000492453006,MGYP000655156581,MGYP000350994964,MGYP000645805027,MGYP000536698995,MGYP003379588357,MGYP003370382292,MGYP003368248893,MGYP003370382386,MGYP003370382410,MGYP001397400902,MGYP000619284768,MGYP000026633983,['PF01797'],"['PF01336', 'PF02938', 'PF00152']","['PF13145', 'PF13624', 'PF13145', 'CL0487', 'PF13145']","['PF02773', 'PF00438', 'PF02772']",[],['CL0193'],"['PF19603', 'PF19603']",[],['PF07638'],[],[],['PF03602'],['PF12864'],[],"['PF19310', 'PF19310', 'PF01432']",['PF03372'],"['PF01694', 'PF20216']",['PF01694'],['PF19576'],['PF02719']
MGYP000299998643,MGYP003963641029,MGYP000193832586,MGYP003963641095,MGYP000662695284,MGYP000515249860,MGYP000718719070,MGYP000465120404,MGYP000338328958,MGYP000326535905,MGYP000627309021,MGYP000193830183,MGYP000515248170,MGYP000751159870,MGYP000255762597,MGYP000385504935,,,,,MGYP000037551163,[],['CL0023'],['CL0219'],['CL0123'],[],"['PF14528', 'PF14890', 'PF14528']",[],[],[],[],[],['CL0159'],[],[],[],[],[],[],[],[]
MGYP000721027307,MGYP000588334637,MGYP000461532512,MGYP000001527250,MGYP003354699843,MGYP000337693203,MGYP002755856504,MGYP000437944403,MGYP000278721312,MGYP000712187936,,,,,,,,,,,MGYP000039861177,"['PF10662', 'PF07650']",['PF03734'],"['PF08238', 'PF08238']",[],[],[],['PF01464'],['PF02534'],['PF00437'],[],[],[],[],[],[],[],[],[],[],[]
MGYP000721027307,MGYP000588334637,MGYP000461532512,MGYP000001527250,MGYP003354699843,MGYP000337693203,MGYP002755856504,MGYP000437944403,MGYP000278721312,MGYP000712187936,,,,,,,,,,,MGYP000039861177,"['PF10662', 'PF07650']",['PF03734'],"['PF08238', 'PF08238']",[],[],[],['PF01464'],['PF02534'],['PF00437'],[],[],[],[],[],[],[],[],[],[],[]
MGYP000274391795,MGYP000364189729,MGYP000350925060,MGYP000218230523,MGYP000002959287,MGYP001638878955,MGYP000603046793,MGYP000583881723,MGYP000442336828,MGYP000115037818,MGYP000569138227,MGYP000129765412,MGYP000460024004,MGYP000110592909,MGYP000185832547,MGYP000448225747,MGYP000536734319,MGYP001519167433,MGYP000094377539,MGYP000489507781,MGYP000048668637,['PF01507'],['PF00145'],[],[],[],[],['CL0123'],[],[],['PF01343'],[],[],[],[],[],['CL0123'],['PF02086'],[],[],[]
MGYP003294458125,MGYP000516628518,MGYP000734846542,MGYP000130250339,MGYP001776543505,MGYP000536724069,MGYP003286833604,MGYP003286833638,MGYP003286833648,MGYP000103300796,MGYP001699488167,MGYP000731307583,MGYP003286833732,MGYP003294458233,MGYP003044627480,MGYP000194649869,MGYP003046356009,MGYP000344456407,MGYP000701138054,MGYP003286833872,MGYP000061957562,[],['PF01797'],"['PF01336', 'PF02938', 'PF00152']","['PF13624', 'PF13145', 'PF13145', 'CL0487', 'PF13145']","['PF00438', 'PF02772', 'PF02773']",['PF13568'],['PF19603'],[],['PF07638'],[],[],['PF03602'],['PF12864'],[],['PF04055'],['CL0219'],"['PF01432', 'PF19310']",['PF03372'],"['PF20216', 'PF01694']",['PF01694']
MGYP000076621871,MGYP000123793854,MGYP000395080631,MGYP000400975114,MGYP003962700721,MGYP000527043927,MGYP003962700685,MGYP000008060769,MGYP000740089986,MGYP000483542345,MGYP000047130271,MGYP003962700565,,,,,,,,,MGYP000064826915,['PF00483'],['PF03320'],"['PF01116', 'PF08013']",[],['PF01725'],['PF02575'],"['PF13177', 'PF12169', 'PF12169']",['PF02130'],[],"['PF19269', 'PF00749']",['PF00768'],"['PF00152', 'PF01336']",[],[],[],[],[],[],[],[]
,,,,,,,,MGYP003962700565,MGYP000047130271,MGYP000483542345,MGYP000740089986,MGYP000008060769,MGYP003962700685,MGYP000527043927,MGYP003962700721,MGYP000400975114,MGYP000395080631,MGYP000123793854,MGYP000076621871,MGYP000064826915,[],[],[],[],[],[],[],[],"['PF00152', 'PF01336']",['PF00768'],"['PF19269', 'PF00749']",[],['PF02130'],"['PF13177', 'PF12169', 'PF12169']",['PF02575'],['PF01725'],[],"['PF01116', 'PF08013']",['PF03320'],['PF00483']
MGYP000076621871,MGYP000123793854,MGYP000395080631,MGYP000400975114,MGYP003962700721,MGYP000527043927,MGYP003962700685,MGYP000008060769,MGYP000740089986,MGYP000483542345,MGYP000047130271,MGYP003962700565,,,,,,,,,MGYP000064826915,['PF00483'],['PF03320'],"['PF01116', 'PF08013']",[],['PF01725'],['PF02575'],"['PF13177', 'PF12169', 'PF12169']",['PF02130'],[],"['PF19269', 'PF00749']",['PF00768'],"['PF00152', 'PF01336']",[],[],[],[],[],[],[],[]
,,,,,,,,MGYP003962700565,MGYP000047130271,MGYP000483542345,MGYP000740089986,MGYP000008060769,MGYP003962700685,MGYP000527043927,MGYP003962700721,MGYP000400975114,MGYP000395080631,MGYP000123793854,MGYP000076621871,MGYP000064826915,[],[],[],[],[],[],[],[],"['PF00152', 'PF01336']",['PF00768'],"['PF19269', 'PF00749']",[],['PF02130'],"['PF13177', 'PF12169', 'PF12169']",['PF02575'],['PF01725'],[],"['PF01116', 'PF08013']",['PF03320'],['PF00483']
,,,,,,,,MGYP003962700565,MGYP000047130271,MGYP000483542345,MGYP000740089986,MGYP000008060769,MGYP003962700685,MGYP000527043927,MGYP003962700721,MGYP000400975114,MGYP000395080631,MGYP000123793854,MGYP000076621871,MGYP000064826915,[],[],[],[],[],[],[],[],"['PF00152', 'PF01336']",['PF00768'],"['PF19269', 'PF00749']",[],['PF02130'],"['PF13177', 'PF12169', 'PF12169']",['PF02575'],['PF01725'],[],"['PF01116', 'PF08013']",['PF03320'],['PF00483']
MGYP000055250109,MGYP000456275796,MGYP000335384757,MGYP000447433382,MGYP000414994134,MGYP000376665256,MGYP000064105177,MGYP000509356847,MGYP000568337134,MGYP000052299797,MGYP000075897381,MGYP000069998007,MGYP000597827965,MGYP000553589731,MGYP000238072304,MGYP001788021636,MGYP000754112920,MGYP000196786120,MGYP000754112773,MGYP000061152243,MGYP000081789507,['PF12698'],['PF00005'],['PF12850'],['PF19420'],"['CL0186', 'PF10282', 'PF04185']","['PF00392', 'PF00155']","['PF00486', 'PF00072']","['PF00390', 'PF13291', 'PF03949']","['CL0318', 'CL0193', 'CL0193']",['PF04264'],"['PF19290', 'PF19289', 'PF01523']","['PF00211', 'CL0023', 'PF17874', 'CL0023']",[],"['PF04055', 'PF02310']","['PF10282', 'CL0186', 'PF04185']",['PF02113'],['PF06319'],['PF02366'],['PF13561'],['PF07833']
MGYP000061152243,MGYP000609623936,MGYP000196786120,MGYP000754112920,MGYP001788021636,MGYP000238072304,MGYP000190893783,MGYP000597827965,MGYP000603731515,MGYP000075897381,MGYP000695140361,MGYP000686291638,MGYP000170256186,MGYP000064105177,MGYP000376665256,MGYP000064104470,MGYP000447433382,MGYP000335384757,MGYP000456275796,MGYP000055250109,MGYP000081789507,['PF07833'],['PF13561'],['PF02366'],['PF06319'],['PF02113'],"['PF10282', 'CL0186', 'PF04185']","['PF02310', 'PF04055']",[],"['CL0023', 'PF00211', 'PF17874', 'CL0023']","['PF19290', 'PF19289', 'PF01523']",['PF04264'],"['CL0318', 'CL0193', 'CL0193']","['PF13291', 'PF00390', 'PF03949']","['PF00486', 'PF00072']","['PF00392', 'PF00155']","['CL0186', 'PF10282', 'PF04185']",['PF19420'],['PF12850'],['PF00005'],['PF12698']
MGYP001411643149,MGYP001212556883,MGYP000692127059,MGYP000264554886,MGYP001171924697,MGYP001280275950,MGYP000064041535,MGYP000680331049,MGYP000140707583,MGYP001299236800,MGYP000709821424,MGYP001477989640,MGYP000512247247,MGYP000134805612,MGYP000084674616,MGYP001412998806,MGYP000184934025,MGYP001352053915,,,MGYP000084675082,[],[],[],[],[],"['PF01556', 'PF00226']","['PF02861', 'PF05621', 'PF02861', 'PF07724', 'PF10431', 'PF17871']",[],[],[],"['CL0032', 'PF02675']",[],[],['PF01467'],[],['CL0078'],[],['CL0167'],[],[]
MGYP000085530238,MGYP001650138080,MGYP000569161687,MGYP000321442355,MGYP000230022260,MGYP000035434386,MGYP000280173984,MGYP000690034679,MGYP000519025398,MGYP000542582531,MGYP000061967878,MGYP000200550103,MGYP000566204987,MGYP000504286326,MGYP000586844965,MGYP000011831406,MGYP000424654391,MGYP000032454388,MGYP000230082018,MGYP000383356518,MGYP000091752113,[],[],[],[],['PF18291'],['PF14053'],"['CL0219', 'CL0219', 'CL0219']",[],[],[],[],['PF01343'],[],[],[],"['PF08275', 'CL0023', 'CL0023', 'PF10410', 'PF13362', 'CL0023', 'PF01807']",['CL0123'],[],[],[]
MGYP000654745711,MGYP000168187874,MGYP000483702834,MGYP000457130159,MGYP000640003248,MGYP000197670963,MGYP000067909643,MGYP000607534253,MGYP000168162188,MGYP000003059847,MGYP000212315592,MGYP000477785124,MGYP001514474025,,,,,,,,MGYP000097419240,[],"['PF02836', 'PF00703', 'PF02837', 'PF16355', 'PF18565']",[],['PF00365'],['PF00884'],['PF00884'],['CL0113'],[],[],[],[],"['PF05681', 'PF05683']",[],[],[],[],[],[],[],[]
MGYP000663482579,MGYP000224337375,MGYP000433780113,MGYP000684663055,MGYP000189262067,MGYP000197670963,MGYP000067909643,MGYP000607534253,MGYP000168162188,MGYP000003059847,MGYP000212315592,MGYP000477785124,MGYP000578078129,MGYP001530974179,MGYP000082648225,MGYP000418725656,MGYP000333244450,MGYP000465908002,MGYP000749001057,MGYP000235984242,MGYP000097419240,"['PF16697', 'CL0167']",[],"['PF02837', 'PF16355', 'PF00703', 'PF02836', 'PF18565']",['PF00365'],['PF00884'],['PF00884'],['CL0113'],[],[],[],[],"['PF05681', 'PF05683']",[],[],[],['PF01209'],['PF01259'],[],['PF13604'],"['PF14815', 'PF00730']"
,MGYP001539995699,MGYP000483702834,MGYP000457130159,MGYP000640003248,MGYP000197670963,MGYP000067909643,MGYP000607534253,MGYP000168162188,MGYP000003059847,MGYP000212315592,MGYP000477785124,MGYP000578078129,MGYP001530974179,MGYP000082648225,MGYP000418725656,MGYP000333244450,MGYP000465908002,MGYP000749001057,MGYP000235984242,MGYP000097419240,[],"['PF18565', 'PF00703', 'PF02836', 'PF16355']",[],['PF00365'],['PF00884'],['PF00884'],['CL0113'],[],[],[],[],"['PF05681', 'PF05683']",[],[],[],['PF01209'],['PF01259'],[],['PF13604'],"['PF14815', 'PF00730']"
MGYP000654745711,MGYP000168187874,MGYP000483702834,MGYP000457130159,MGYP000640003248,MGYP000197670963,MGYP000067909643,MGYP000607534253,MGYP000168162188,MGYP000003059847,MGYP000212315592,MGYP000477785124,MGYP000578078129,MGYP001530974179,MGYP000082648225,MGYP000418725656,MGYP000333244450,MGYP000465908002,MGYP000749001057,MGYP000235984242,MGYP000097419240,[],"['PF02836', 'PF00703', 'PF02837', 'PF16355', 'PF18565']",[],['PF00365'],['PF00884'],['PF00884'],['CL0113'],[],[],[],[],"['PF05681', 'PF05683']",[],[],[],['PF01209'],['PF01259'],[],['PF13604'],"['PF14815', 'PF00730']"
MGYP000035493601,MGYP000235984242,MGYP000749001057,MGYP000465908002,MGYP000333244450,MGYP000418725656,MGYP000082648225,MGYP000578078129,MGYP000477785124,MGYP000212315592,MGYP000003059847,MGYP000168162188,MGYP000607534253,MGYP000067909643,MGYP000197670963,MGYP000640003248,MGYP000457130159,MGYP000483702834,MGYP000168187874,MGYP000654745711,MGYP000097419240,"['PF06082', 'PF06082']","['PF14815', 'PF00730']",['PF13604'],[],['PF01259'],['PF01209'],[],[],"['PF05681', 'PF05683']",[],[],[],[],['CL0113'],['PF00884'],['PF00884'],['PF00365'],[],"['PF02836', 'PF00703', 'PF02837', 'PF16355', 'PF18565']",[]
MGYP000654745711,MGYP000168187874,MGYP000483702834,MGYP000457130159,MGYP000640003248,MGYP000197670963,MGYP000067909643,MGYP000607534253,MGYP000168162188,MGYP000003059847,MGYP000212315592,MGYP000477785124,MGYP001514474025,,,,,,,,MGYP000097419240,[],"['PF02836', 'PF00703', 'PF02837', 'PF16355', 'PF18565']",[],['PF00365'],['PF00884'],['PF00884'],['CL0113'],[],[],[],[],"['PF05681', 'PF05683']",[],[],[],[],[],[],[],[]
MGYP000311096300,MGYP000311096300,MGYP000095835921,MGYP000095835921,MGYP000452634089,MGYP000452634089,MGYP000181349015,MGYP000181349015,MGYP000225584789,MGYP000225584789,MGYP000104683660,MGYP000104683660,MGYP000685592590,MGYP000685592590,MGYP000266867426,MGYP000266867426,MGYP001831912805,MGYP001831912805,MGYP000405447761,MGYP000405447761,MGYP000098784662,[],[],[],[],[],[],[],[],[],[],[],[],['PF14265'],['PF14265'],[],[],['CL0070'],['CL0070'],[],[]
MGYP000361928423,MGYP000226283316,MGYP000698092194,MGYP000270514258,MGYP000683339652,MGYP000553589222,MGYP000550640013,MGYP001788088325,MGYP000111276801,MGYP000674494344,MGYP000521155318,MGYP000058200057,MGYP001788094361,MGYP000120121374,MGYP000143717914,MGYP000683339417,MGYP000052303572,MGYP000639108969,MGYP000680391698,MGYP000586030983,MGYP000099485684,['PF00012'],"['PF13602', 'PF08240']","['PF08402', 'PF00005']",['PF02082'],['PF00528'],['PF00528'],['PF13545'],['PF06094'],['CL0070'],['PF03079'],['PF00266'],"['PF14602', 'PF06426']",['PF02656'],['PF20398'],['PF04143'],['PF00291'],['PF01925'],"['PF03459', 'CL0057']",['PF13531'],['PF00528']
MGYP000633211472,MGYP000370770745,MGYP000317691743,MGYP000211527443,MGYP000683339417,MGYP000547689391,MGYP000120121374,MGYP001788094361,MGYP000058200057,MGYP000429739002,MGYP000674494344,MGYP000111276801,MGYP001788103150,MGYP000677441526,MGYP000509357168,MGYP000683339652,MGYP000270514258,MGYP000081790046,MGYP000241022778,MGYP000568336916,MGYP000102431369,['PF00528'],['PF13531'],"['CL0057', 'PF03459']",['PF01925'],['PF00291'],['PF04143'],['PF20398'],['PF02656'],"['PF14602', 'PF06426']",['PF00266'],['PF03079'],['CL0070'],['PF06094'],"['PF00027', 'PF13545']",['PF00528'],['PF00528'],['PF02082'],"['PF00005', 'PF08402']","['PF02801', 'PF00109']",['PF00160']
MGYP001512447302,MGYP000645883689,MGYP000221193260,MGYP000171064922,MGYP000616324314,MGYP000333244450,MGYP000418725656,MGYP000289011409,MGYP000100270974,MGYP000347989064,MGYP000288996195,MGYP000383349105,MGYP000020644896,MGYP000126825146,MGYP000339122853,MGYP001655149849,MGYP000527835861,MGYP001661064153,MGYP001655149889,MGYP000663482579,MGYP000109747714,[],"['PF06082', 'PF06082']","['PF14815', 'PF00730']",['PF13604'],[],['PF01259'],['PF01209'],[],"['PF05683', 'PF05681']",[],[],[],[],['PF10250'],['PF00884'],['PF00884'],['PF00365'],"['PF16355', 'PF18565', 'PF02837', 'PF00703', 'PF02836']",[],"['PF16697', 'CL0167']"
,,,,,,MGYP000432143715,MGYP000352459345,MGYP000662123830,MGYP000387839256,MGYP000216887004,MGYP000443866490,MGYP000140150491,MGYP000573650272,MGYP000311178187,MGYP000496946131,MGYP002130183699,MGYP000166719767,MGYP000564803808,MGYP000092966910,MGYP000110692035,[],[],[],[],[],[],[],"['PF00182', 'PF01832', 'PF01832', 'PF00182']",[],[],"['CL0023', 'CL0023']",['CL0123'],[],[],['PF07120'],['PF01541'],['PF01555'],['PF01555'],"['PF00271', 'PF00176', 'PF00176', 'PF00176']",['PF14549']
,,,,,,,MGYP003105516519,MGYP000708285564,MGYP001579432145,MGYP000610972987,MGYP000248270143,MGYP000708061680,MGYP001709028176,MGYP000050264317,MGYP000165267116,MGYP003099214947,MGYP000563352131,MGYP000180009598,MGYP000463089487,MGYP000115139434,[],[],[],[],[],[],[],[],"['PF13408', 'PF00239', 'PF07508']",['PF14202'],[],"['PF03288', 'PF08706', 'PF19263']",[],['PF08281'],['PF13443'],['PF00145'],"['PF02976', 'PF02976', 'PF09588']",[],"['PF03852', 'PF04480']",['PF00145']
MGYP000295241287,MGYP000336197678,MGYP000209413767,MGYP000566471920,MGYP000601572960,MGYP000663491690,MGYP000468867856,MGYP000038449875,MGYP000150942954,MGYP000711016978,MGYP000026646204,MGYP003194818555,MGYP000407812287,MGYP000539984785,MGYP000259832102,MGYP000321433680,MGYP003194818659,MGYP003194818664,MGYP000572458164,MGYP003194818882,MGYP000115362497,"['PF13432', 'PF13432', 'PF13525', 'PF13432', 'PF13432', 'PF13432']",['PF02472'],['PF01618'],"['PF08459', 'PF12826', 'PF02151', 'PF01541']",['PF02590'],['PF00380'],['PF00572'],['PF01176'],"['PF01256', 'PF03853']","['PF04002', 'PF20582']",[],[],"['CL0257', 'CL0257', 'CL0219', 'CL0219', 'CL0257', 'CL0219']",[],[],[],['PF01464'],"['PF18991', 'CL0248', 'PF18760']",[],[]
MGYP000339127479,MGYP000324415826,MGYP000230082018,MGYP000636953344,MGYP000424654391,MGYP000654978333,MGYP000504286326,MGYP000336513093,MGYP000569463581,MGYP000737206657,MGYP000542582531,MGYP000660876708,MGYP000637016564,MGYP000068176789,MGYP000035434386,MGYP000230022260,MGYP000121041303,MGYP000495518702,MGYP000537021763,MGYP000321773579,MGYP000118000528,[],[],[],[],['CL0123'],"['PF06048', 'CL0023', 'PF01807', 'PF13362', 'PF06048', 'PF10410', 'CL0023', 'PF06048', 'PF06048', 'PF08275']",[],[],['PF01343'],[],[],[],[],"['CL0219', 'CL0219']",['PF14053'],['PF18291'],[],['PF13274'],[],[]
